r1,r2,ang,level,atom_index,atom,mux,muy,muz
1.021,1.079,142.105,hf,1,O,-0.0,0.11687309,0.20461768
1.021,1.079,142.105,hf,2,O,0.0,0.22994591,-0.09162278
1.021,1.079,142.105,mp2,0,C,0.0,-0.02027921,-0.00887758
1.021,1.079,142.105,mp2,1,O,-0.0,0.11687309,0.20461768
1.021,1.079,142.105,mp2,2,O,0.0,0.22994591,-0.09162278
1.0,1.105,142.105,hf,0,C,-0.0,-0.0192783,-0.00992817
1.0,1.105,142.105,hf,1,O,0.0,0.11246563,0.20187608
1.0,1.105,142.105,hf,2,O,-0.0,0.23451044,-0.09400516
1.0,1.105,142.105,mp2,0,C,-0.0,-0.0192783,-0.00992817
1.0,1.105,142.105,mp2,1,O,0.0,0.11246563,0.20187608
1.0,1.105,142.105,mp2,2,O,-0.0,0.23451044,-0.09400516
1.021,1.105,142.105,hf,0,C,-0.0,-0.02034112,-0.00923476
1.021,1.105,142.105,hf,1,O,0.0,0.11271726,0.20632977
1.021,1.105,142.105,hf,2,O,0.0,0.23295595,-0.0967975
1.021,1.105,142.105,mp2,0,C,-0.0,-0.02034112,-0.00923476
1.021,1.105,142.105,mp2,1,O,0.0,0.11271726,0.20632977
1.021,1.105,142.105,mp2,2,O,0.0,0.23295595,-0.0967975
1.0,1.132,142.105,hf,0,C,-0.0,-0.01919304,-0.00987502
1.0,1.132,142.105,hf,1,O,-0.0,0.10808497,0.20351808
1.0,1.132,142.105,hf,2,O,0.0,0.23740368,-0.09967216
1.0,1.132,142.105,mp2,0,C,-0.0,-0.01919304,-0.00987502
1.0,1.132,142.105,mp2,1,O,-0.0,0.10808497,0.20351808
1.0,1.132,142.105,mp2,2,O,0.0,0.23740368,-0.09967216
1.021,1.132,142.105,hf,0,C,-0.0,-0.02036115,-0.00921777
1.021,1.132,142.105,hf,1,O,-0.0,0.10844656,0.2078397
1.021,1.132,142.105,hf,2,O,0.0,0.23587241,-0.10220454
1.021,1.132,142.105,mp2,0,C,-0.0,-0.02036115,-0.00921777
1.021,1.132,142.105,mp2,1,O,-0.0,0.10844656,0.2078397
1.021,1.132,142.105,mp2,2,O,0.0,0.23587241,-0.10220454
1.0,1.158,142.105,hf,0,C,0.0,-0.01905411,-0.00942967
1.0,1.158,142.105,hf,1,O,0.0,0.10392371,0.20479675
1.0,1.158,142.105,hf,2,O,0.0,0.23996244,-0.10513613
1.0,1.158,142.105,mp2,0,C,0.0,-0.01905411,-0.00942967
1.0,1.158,142.105,mp2,1,O,0.0,0.10392371,0.20479675
1.0,1.158,142.105,mp2,2,O,0.0,0.23996244,-0.10513613
1.0,1.184,142.105,hf,0,C,-0.0,-0.01883316,-0.00855686
1.0,1.184,142.105,hf,1,O,-0.0,0.09981706,0.20579958
1.0,1.184,142.105,hf,2,O,-0.0,0.24231124,-0.11060972
1.0,1.184,142.105,mp2,0,C,-0.0,-0.01883316,-0.00855686
1.0,1.184,142.105,mp2,1,O,-0.0,0.09981706,0.20579958
1.0,1.184,142.105,mp2,2,O,-0.0,0.24231124,-0.11060972
1.0,1.211,142.105,hf,0,C,-0.0,-0.01852036,-0.00718476
1.0,1.211,142.105,hf,1,O,0.0,0.09560639,0.20646844
1.0,1.211,142.105,hf,2,O,-0.0,0.24447096,-0.11623187
1.0,1.211,142.105,mp2,0,C,-0.0,-0.01852036,-0.00718476
1.0,1.211,142.105,mp2,1,O,0.0,0.09560639,0.20646844
1.0,1.211,142.105,mp2,2,O,-0.0,0.24447096,-0.11623187
1.0,1.237,142.105,hf,0,C,0.0,-0.01811605,-0.00538222
1.0,1.237,142.105,hf,1,O,-0.0,0.0916032,0.20676077
1.0,1.237,142.105,hf,2,O,0.0,0.24627055,-0.12156604
1.0,1.237,142.105,mp2,0,C,0.0,-0.01811605,-0.00538222
1.0,1.237,142.105,mp2,1,O,-0.0,0.0916032,0.20676077
1.0,1.237,142.105,mp2,2,O,0.0,0.24627055,-0.12156604
1.0,1.263,142.105,hf,0,C,-0.0,-0.01758994,-0.00307992
1.0,1.263,142.105,hf,1,O,0.0,0.08765053,0.20670951
1.0,1.263,142.105,hf,2,O,-0.0,0.24777469,-0.12679208
1.0,1.263,142.105,mp2,0,C,-0.0,-0.01758994,-0.00307992
1.0,1.263,142.105,mp2,1,O,0.0,0.08765053,0.20670951
1.0,1.263,142.105,mp2,2,O,-0.0,0.24777469,-0.12679208
1.0,1.289,142.105,hf,0,C,-0.0,-0.01694596,-0.00027689
1.0,1.289,142.105,hf,1,O,-0.0,0.08374418,0.20624666
1.0,1.289,142.105,hf,2,O,-0.0,0.24891615,-0.13182805
1.0,1.289,142.105,mp2,0,C,-0.0,-0.01694596,-0.00027689
1.0,1.289,142.105,mp2,1,O,-0.0,0.08374418,0.20624666
1.0,1.289,142.105,mp2,2,O,-0.0,0.24891615,-0.13182805
1.0,1.316,142.105,hf,0,C,0.0,-0.01612995,0.00318415
1.0,1.316,142.105,hf,1,O,-0.0,0.07973929,0.20534682
1.0,1.316,142.105,hf,2,O,0.0,0.24969858,-0.13682567
1.0,1.316,142.105,mp2,0,C,0.0,-0.01612995,0.00318415
1.0,1.316,142.105,mp2,1,O,-0.0,0.07973929,0.20534682
1.0,1.316,142.105,mp2,2,O,0.0,0.24969858,-0.13682567
1.0,1.342,142.105,hf,0,C,0.0,-0.0151947,0.00705159
1.0,1.342,142.105,hf,1,O,0.0,0.07593452,0.20406755
1.0,1.342,142.105,hf,2,O,-0.0,0.25002986,-0.14136582
1.0,1.342,142.105,mp2,0,C,0.0,-0.0151947,0.00705159
1.0,1.342,142.105,mp2,1,O,0.0,0.07593452,0.20406755
1.0,1.342,142.105,mp2,2,O,-0.0,0.25002986,-0.14136582
1.0,1.368,142.105,hf,0,C,-0.0,-0.01410068,0.01144823
1.0,1.368,142.105,hf,1,O,-0.0,0.07218654,0.20240139
1.0,1.368,142.105,hf,2,O,-0.0,0.24993389,-0.14560925
1.0,1.368,142.105,mp2,0,C,-0.0,-0.01410068,0.01144823
1.0,1.368,142.105,mp2,1,O,-0.0,0.07218654,0.20240139
1.0,1.368,142.105,mp2,2,O,-0.0,0.24993389,-0.14560925
1.0,1.395,142.105,hf,0,C,-0.0,-0.01282395,0.01654861
1.0,1.395,142.105,hf,1,O,-0.0,0.06835558,0.20021866
1.0,1.395,142.105,hf,2,O,-0.0,0.24932452,-0.14962265
1.0,1.395,142.105,mp2,0,C,-0.0,-0.01282395,0.01654861
1.0,1.395,142.105,mp2,1,O,-0.0,0.06835558,0.20021866
1.0,1.395,142.105,mp2,2,O,-0.0,0.24932452,-0.14962265
1.0,1.421,142.105,hf,0,C,-0.0,-0.01145618,0.0219693
1.0,1.421,142.105,hf,1,O,-0.0,0.0647346,0.19771597
1.0,1.421,142.105,hf,2,O,0.0,0.24825243,-0.15308566
1.0,1.421,142.105,mp2,0,C,-0.0,-0.01145618,0.0219693
1.0,1.421,142.105,mp2,1,O,-0.0,0.0647346,0.19771597
1.0,1.421,142.105,mp2,2,O,0.0,0.24825243,-0.15308566
1.0,1.447,142.105,hf,0,C,-0.0,-0.00998548,0.02785172
1.0,1.447,142.105,hf,1,O,-0.0,0.06119247,0.19484587
1.0,1.447,142.105,hf,2,O,0.0,0.24669404,-0.15613094
1.0,1.447,142.105,mp2,0,C,-0.0,-0.00998548,0.02785172
1.0,1.447,142.105,mp2,1,O,-0.0,0.06119247,0.19484587
1.0,1.447,142.105,mp2,2,O,0.0,0.24669404,-0.15613094
1.0,1.474,142.105,hf,0,C,0.0,-0.00836285,0.03442814
1.0,1.474,142.105,hf,1,O,0.0,0.0576046,0.19149875
1.0,1.474,142.105,hf,2,O,0.0,0.2445714,-0.15881184
1.0,1.474,142.105,mp2,0,C,0.0,-0.00836285,0.03442814
1.0,1.474,142.105,mp2,1,O,0.0,0.0576046,0.19149875
1.0,1.474,142.105,mp2,2,O,0.0,0.2445714,-0.15881184
1.0,1.5,142.105,hf,0,C,-0.0,-0.00672946,0.04117459
1.0,1.5,142.105,hf,1,O,-0.0,0.05425097,0.18797882
1.0,1.5,142.105,hf,2,O,0.0,0.24207244,-0.16092931
1.0,1.5,142.105,mp2,0,C,-0.0,-0.00672946,0.04117459
1.0,1.5,142.105,mp2,1,O,-0.0,0.05425097,0.18797882
1.0,1.5,142.105,mp2,2,O,0.0,0.24207244,-0.16092931
1.0,1.0,145.263,hf,0,C,0.0,-0.01732724,-0.00541944
1.0,1.0,145.263,hf,1,O,0.0,0.11875315,0.19693506
1.0,1.0,145.263,hf,2,O,-0.0,0.20980348,-0.09416921
1.0,1.0,145.263,mp2,0,C,0.0,-0.01732724,-0.00541944
1.0,1.0,145.263,mp2,1,O,0.0,0.11875315,0.19693506
1.0,1.0,145.263,mp2,2,O,-0.0,0.20980348,-0.09416921
1.021,1.0,145.263,hf,0,C,-0.0,-0.01796713,-0.00451613
1.021,1.0,145.263,hf,1,O,0.0,0.1185018,0.20220323
1.021,1.0,145.263,hf,2,O,0.0,0.2081724,-0.09759771
1.021,1.0,145.263,mp2,0,C,-0.0,-0.01796713,-0.00451613
1.021,1.0,145.263,mp2,1,O,0.0,0.1185018,0.20220323
1.021,1.0,145.263,mp2,2,O,0.0,0.2081724,-0.09759771
1.0,1.026,145.263,hf,0,C,-0.0,-0.01734291,-0.00676548
1.0,1.026,145.263,hf,1,O,-0.0,0.11468012,0.19925121
1.0,1.026,145.263,hf,2,O,-0.0,0.21324246,-0.09970598
1.0,1.026,145.263,mp2,0,C,-0.0,-0.01734291,-0.00676548
1.0,1.026,145.263,mp2,1,O,-0.0,0.11468012,0.19925121
1.0,1.026,145.263,mp2,2,O,-0.0,0.21324246,-0.09970598
1.021,1.026,145.263,hf,0,C,0.0,-0.0180863,-0.00589451
1.021,1.026,145.263,hf,1,O,0.0,0.11455707,0.20430038
1.021,1.026,145.263,hf,2,O,0.0,0.21159226,-0.10287914
1.021,1.026,145.263,mp2,0,C,0.0,-0.0180863,-0.00589451
1.021,1.026,145.263,mp2,1,O,0.0,0.11455707,0.20430038
1.021,1.026,145.263,mp2,2,O,0.0,0.21159226,-0.10287914
1.0,1.053,145.263,hf,0,C,-0.0,-0.01735721,-0.00787733
1.0,1.053,145.263,hf,1,O,-0.0,0.11050947,0.20146834
1.0,1.053,145.263,hf,2,O,0.0,0.21660693,-0.10549092
1.0,1.053,145.263,mp2,0,C,-0.0,-0.01735721,-0.00787733
1.0,1.053,145.263,mp2,1,O,-0.0,0.11050947,0.20146834
1.0,1.053,145.263,mp2,2,O,0.0,0.21660693,-0.10549092
1.021,1.053,145.263,hf,0,C,0.0,-0.0181918,-0.00703453
1.021,1.053,145.263,hf,1,O,0.0,0.11051105,0.20636273
1.021,1.053,145.263,hf,2,O,0.0,0.21497258,-0.10843945
1.021,1.053,145.263,mp2,0,C,0.0,-0.0181918,-0.00703453
1.021,1.053,145.263,mp2,1,O,0.0,0.11051105,0.20636273
1.021,1.053,145.263,mp2,2,O,0.0,0.21497258,-0.10843945
1.0,1.079,145.263,hf,0,C,-0.0,-0.01734361,-0.00864302
1.0,1.079,145.263,hf,1,O,-0.0,0.1065531,0.20344356
1.0,1.079,145.263,hf,2,O,0.0,0.21967727,-0.11112639
1.0,1.079,145.263,mp2,0,C,-0.0,-0.01734361,-0.00864302
1.0,1.079,145.263,mp2,1,O,-0.0,0.1065531,0.20344356
1.0,1.079,145.263,mp2,2,O,0.0,0.21967727,-0.11112639
1.021,1.079,145.263,hf,0,C,-0.0,-0.01827831,-0.00783308
1.021,1.079,145.263,hf,1,O,-0.0,0.10666524,0.20816065
1.021,1.079,145.263,hf,2,O,0.0,0.21803981,-0.11382203
1.021,1.079,145.263,mp2,0,C,-0.0,-0.01827831,-0.00783308
1.021,1.079,145.263,mp2,1,O,-0.0,0.10666524,0.20816065
1.021,1.079,145.263,mp2,2,O,0.0,0.21803981,-0.11382203
1.0,1.105,145.263,hf,0,C,-0.0,-0.01730239,-0.00909389
1.0,1.105,145.263,hf,1,O,0.0,0.10265619,0.20518638
1.0,1.105,145.263,hf,2,O,-0.0,0.22255501,-0.1167745
1.0,1.105,145.263,mp2,0,C,-0.0,-0.01730239,-0.00909389
1.0,1.105,145.263,mp2,1,O,0.0,0.10265619,0.20518638
1.0,1.105,145.263,mp2,2,O,-0.0,0.22255501,-0.1167745
1.021,1.105,145.263,hf,0,C,0.0,-0.01832356,-0.00830799
1.021,1.105,145.263,hf,1,O,-0.0,0.10287039,0.20979416
1.021,1.105,145.263,hf,2,O,0.0,0.22094854,-0.11925771
1.021,1.105,145.263,mp2,0,C,0.0,-0.01832356,-0.00830799
1.021,1.105,145.263,mp2,1,O,-0.0,0.10287039,0.20979416
1.021,1.105,145.263,mp2,2,O,0.0,0.22094854,-0.11925771
1.0,1.132,145.263,hf,0,C,0.0,-0.01720333,-0.00919253
1.0,1.132,145.263,hf,1,O,0.0,0.09867043,0.2067724
1.0,1.132,145.263,hf,2,O,0.0,0.22536246,-0.12267114
1.0,1.132,145.263,mp2,0,C,0.0,-0.01720333,-0.00919253
1.0,1.132,145.263,mp2,1,O,0.0,0.09867043,0.2067724
1.0,1.132,145.263,mp2,2,O,0.0,0.22536246,-0.12267114
1.021,1.132,145.263,hf,0,C,-0.0,-0.018326,-0.00844097
1.021,1.132,145.263,hf,1,O,-0.0,0.09898328,0.21123618
1.021,1.132,145.263,hf,2,O,0.0,0.22376946,-0.1249023
1.021,1.132,145.263,mp2,0,C,-0.0,-0.018326,-0.00844097
1.021,1.132,145.263,mp2,1,O,-0.0,0.09898328,0.21123618
1.021,1.132,145.263,mp2,2,O,0.0,0.22376946,-0.1249023
1.0,1.158,145.263,hf,0,C,-0.0,-0.01705242,-0.00891804
1.0,1.158,145.263,hf,1,O,-0.0,0.0948924,0.20800927
1.0,1.158,145.263,hf,2,O,-0.0,0.22785265,-0.12832294
1.0,1.158,145.263,mp2,0,C,-0.0,-0.01705242,-0.00891804
1.0,1.158,145.263,mp2,1,O,-0.0,0.0948924,0.20800927
1.0,1.158,145.263,mp2,2,O,-0.0,0.22785265,-0.12832294
1.0,1.184,145.263,hf,0,C,0.0,-0.01682755,-0.0082475
1.0,1.184,145.263,hf,1,O,-0.0,0.0911706,0.20896313
1.0,1.184,145.263,hf,2,O,0.0,0.23013534,-0.13394215
1.0,1.184,145.263,mp2,0,C,0.0,-0.01682755,-0.0082475
1.0,1.184,145.263,mp2,1,O,-0.0,0.0911706,0.20896313
1.0,1.184,145.263,mp2,2,O,0.0,0.23013534,-0.13394215
1.0,1.211,145.263,hf,0,C,0.0,-0.0164992,-0.00709786
1.0,1.211,145.263,hf,1,O,-0.0,0.08736211,0.20964539
1.0,1.211,145.263,hf,2,O,0.0,0.23227341,-0.13972008
1.0,1.211,145.263,mp2,0,C,0.0,-0.0164992,-0.00709786
1.0,1.211,145.263,mp2,1,O,-0.0,0.08736211,0.20964539
1.0,1.211,145.263,mp2,2,O,0.0,0.23227341,-0.13972008
1.0,1.237,145.263,hf,0,C,0.0,-0.01608902,-0.00554079
1.0,1.237,145.263,hf,1,O,0.0,0.08374591,0.20994017
1.0,1.237,145.263,hf,2,O,-0.0,0.23406006,-0.14516093
1.0,1.237,145.263,mp2,0,C,0.0,-0.01608902,-0.00554079
1.0,1.237,145.263,mp2,1,O,0.0,0.08374591,0.20994017
1.0,1.237,145.263,mp2,2,O,-0.0,0.23406006,-0.14516093
1.0,1.263,145.263,hf,0,C,-0.0,-0.01556755,-0.00351367
1.0,1.263,145.263,hf,1,O,-0.0,0.08017784,0.20988197
1.0,1.263,145.263,hf,2,O,0.0,0.23556095,-0.15045201
1.0,1.263,145.263,mp2,0,C,-0.0,-0.01556755,-0.00351367
1.0,1.263,145.263,mp2,1,O,-0.0,0.08017784,0.20988197
1.0,1.263,145.263,mp2,2,O,0.0,0.23556095,-0.15045201
1.0,1.289,145.263,hf,0,C,0.0,-0.01491636,-0.00099291
1.0,1.289,145.263,hf,1,O,0.0,0.07665719,0.20947195
1.0,1.289,145.263,hf,2,O,-0.0,0.23675344,-0.15555892
1.0,1.289,145.263,mp2,0,C,0.0,-0.01491636,-0.00099291
1.0,1.289,145.263,mp2,1,O,0.0,0.07665719,0.20947195
1.0,1.289,145.263,mp2,2,O,-0.0,0.23675344,-0.15555892
1.0,1.316,145.263,hf,0,C,-0.0,-0.01410461,0.00214694
1.0,1.316,145.263,hf,1,O,-0.0,0.07304797,0.20860979
1.0,1.316,145.263,hf,2,O,-0.0,0.2376028,-0.16058085
1.0,1.316,145.263,mp2,0,C,-0.0,-0.01410461,0.00214694
1.0,1.316,145.263,mp2,1,O,-0.0,0.07304797,0.20860979
1.0,1.316,145.263,mp2,2,O,-0.0,0.2376028,-0.16058085
1.0,1.342,145.263,hf,0,C,-0.0,-0.01317673,0.0056886
1.0,1.342,145.263,hf,1,O,0.0,0.06961945,0.20737385
1.0,1.342,145.263,hf,2,O,-0.0,0.23802761,-0.16511377
1.0,1.342,145.263,mp2,0,C,-0.0,-0.01317673,0.0056886
1.0,1.342,145.263,mp2,1,O,0.0,0.06961945,0.20737385
1.0,1.342,145.263,mp2,2,O,-0.0,0.23802761,-0.16511377
1.0,1.368,145.263,hf,0,C,0.0,-0.0121028,0.00974041
1.0,1.368,145.263,hf,1,O,-0.0,0.06623922,0.20573398
1.0,1.368,145.263,hf,2,O,0.0,0.23803805,-0.16930227
1.0,1.368,145.263,mp2,0,C,0.0,-0.0121028,0.00974041
1.0,1.368,145.263,mp2,1,O,-0.0,0.06623922,0.20573398
1.0,1.368,145.263,mp2,2,O,0.0,0.23803805,-0.16930227
1.0,1.395,145.263,hf,0,C,-0.0,-0.01082782,0.01448887
1.0,1.395,145.263,hf,1,O,-0.0,0.06278618,0.20362388
1.0,1.395,145.263,hf,2,O,0.0,0.23759976,-0.17325684
1.0,1.395,145.263,mp2,0,C,-0.0,-0.01082782,0.01448887
1.0,1.395,145.263,mp2,1,O,-0.0,0.06278618,0.20362388
1.0,1.395,145.263,mp2,2,O,0.0,0.23759976,-0.17325684
1.0,1.421,145.263,hf,0,C,-0.0,-0.00947612,0.01955738
1.0,1.421,145.263,hf,1,O,0.0,0.059518,0.20116734
1.0,1.421,145.263,hf,2,O,0.0,0.23670025,-0.17661114
1.0,1.421,145.263,mp2,0,C,-0.0,-0.00947612,0.01955738
1.0,1.421,145.263,mp2,1,O,0.0,0.059518,0.20116734
1.0,1.421,145.263,mp2,2,O,0.0,0.23670025,-0.17661114
1.0,1.447,145.263,hf,0,C,-0.0,-0.00801132,0.0250997
1.0,1.447,145.263,hf,1,O,0.0,0.05631502,0.19833266
1.0,1.447,145.263,hf,2,O,0.0,0.23533908,-0.17950272
1.0,1.447,145.263,mp2,0,C,-0.0,-0.00801132,0.0250997
1.0,1.447,145.263,mp2,1,O,0.0,0.05631502,0.19833266
1.0,1.447,145.263,mp2,2,O,0.0,0.23533908,-0.17950272
1.0,1.474,145.263,hf,0,C,0.0,-0.00639617,0.03132835
1.0,1.474,145.263,hf,1,O,-0.0,0.05306671,0.19501415
1.0,1.474,145.263,hf,2,O,0.0,0.23343795,-0.18198536
1.0,1.474,145.263,mp2,0,C,0.0,-0.00639617,0.03132835
1.0,1.474,145.263,mp2,1,O,-0.0,0.05306671,0.19501415
1.0,1.474,145.263,mp2,2,O,0.0,0.23343795,-0.18198536
1.0,1.5,145.263,hf,0,C,0.0,-0.00476641,0.03775403
1.0,1.5,145.263,hf,1,O,0.0,0.05002549,0.19151222
1.0,1.5,145.263,hf,2,O,0.0,0.23116628,-0.18387475
1.0,1.5,145.263,mp2,0,C,0.0,-0.00476641,0.03775403
1.0,1.5,145.263,mp2,1,O,0.0,0.05002549,0.19151222
1.0,1.5,145.263,mp2,2,O,0.0,0.23116628,-0.18387475
1.0,1.0,148.421,hf,0,C,0.0,-0.01546868,-0.00437407
1.0,1.0,148.421,hf,1,O,0.0,0.10760437,0.20039884
1.0,1.0,148.421,hf,2,O,0.0,0.19661441,-0.11437312
1.0,1.0,148.421,mp2,0,C,0.0,-0.01546868,-0.00437407
1.0,1.0,148.421,mp2,1,O,0.0,0.10760437,0.20039884
1.0,1.0,148.421,mp2,2,O,0.0,0.19661441,-0.11437312
1.021,1.0,148.421,hf,0,C,0.0,-0.01608248,-0.00339534
1.021,1.0,148.421,hf,1,O,-0.0,0.10737888,0.20580504
1.021,1.0,148.421,hf,2,O,0.0,0.19498274,-0.11745978
1.021,1.0,148.421,mp2,0,C,0.0,-0.01608248,-0.00339534
1.021,1.0,148.421,mp2,1,O,-0.0,0.10737888,0.20580504
1.021,1.0,148.421,mp2,2,O,0.0,0.19498274,-0.11745978
1.0,1.026,148.421,hf,0,C,0.0,-0.01547513,-0.00577847
1.0,1.026,148.421,hf,1,O,0.0,0.10388791,0.20260763
1.0,1.026,148.421,hf,2,O,0.0,0.19987663,-0.12024361
1.0,1.026,148.421,mp2,0,C,0.0,-0.01547513,-0.00577847
1.0,1.026,148.421,mp2,1,O,0.0,0.10388791,0.20260763
1.0,1.026,148.421,mp2,2,O,0.0,0.19987663,-0.12024361
1.021,1.026,148.421,hf,0,C,0.0,-0.01618148,-0.00482652
1.021,1.026,148.421,hf,1,O,-0.0,0.10377414,0.20780816
1.021,1.026,148.421,hf,2,O,0.0,0.19823303,-0.12309497
1.021,1.026,148.421,mp2,0,C,0.0,-0.01618148,-0.00482652
1.021,1.026,148.421,mp2,1,O,-0.0,0.10377414,0.20780816
1.021,1.026,148.421,mp2,2,O,0.0,0.19823303,-0.12309497
1.0,1.053,148.421,hf,0,C,-0.0,-0.01547968,-0.00696981
1.0,1.053,148.421,hf,1,O,-0.0,0.10009336,0.20472418
1.0,1.053,148.421,hf,2,O,0.0,0.20306985,-0.12633807
1.0,1.053,148.421,mp2,0,C,-0.0,-0.01547968,-0.00696981
1.0,1.053,148.421,mp2,1,O,-0.0,0.10009336,0.20472418
1.0,1.053,148.421,mp2,2,O,0.0,0.20306985,-0.12633807
1.021,1.053,148.421,hf,0,C,-0.0,-0.0162729,-0.00604186
1.021,1.053,148.421,hf,1,O,0.0,0.10008826,0.20976417
1.021,1.053,148.421,hf,2,O,-0.0,0.20143677,-0.12897121
1.021,1.053,148.421,mp2,0,C,-0.0,-0.0162729,-0.00604186
1.021,1.053,148.421,mp2,1,O,0.0,0.10008826,0.20976417
1.021,1.053,148.421,mp2,2,O,-0.0,0.20143677,-0.12897121
1.0,1.079,148.421,hf,0,C,0.0,-0.01545671,-0.00783127
1.0,1.079,148.421,hf,1,O,-0.0,0.09650334,0.20661908
1.0,1.079,148.421,hf,2,O,0.0,0.20598866,-0.13224372
1.0,1.079,148.421,mp2,0,C,0.0,-0.01545671,-0.00783127
1.0,1.079,148.421,mp2,1,O,-0.0,0.09650334,0.20661908
1.0,1.079,148.421,mp2,2,O,0.0,0.20598866,-0.13224372
1.021,1.079,148.421,hf,0,C,0.0,-0.01634621,-0.00693227
1.021,1.079,148.421,hf,1,O,0.0,0.09659489,0.21147051
1.021,1.079,148.421,hf,2,O,-0.0,0.20434657,-0.13462532
1.021,1.079,148.421,mp2,0,C,0.0,-0.01634621,-0.00693227
1.021,1.079,148.421,mp2,1,O,0.0,0.09659489,0.21147051
1.021,1.079,148.421,mp2,2,O,-0.0,0.20434657,-0.13462532
1.0,1.105,148.421,hf,0,C,0.0,-0.01540703,-0.00839812
1.0,1.105,148.421,hf,1,O,0.0,0.09297579,0.20829223
1.0,1.105,148.421,hf,2,O,0.0,0.20872809,-0.1381305
1.0,1.105,148.421,mp2,0,C,0.0,-0.01540703,-0.00839812
1.0,1.105,148.421,mp2,1,O,0.0,0.09297579,0.20829223
1.0,1.105,148.421,mp2,2,O,0.0,0.20872809,-0.1381305
1.021,1.105,148.421,hf,0,C,0.0,-0.01637858,-0.0075191
1.021,1.105,148.421,hf,1,O,-0.0,0.09315671,0.21302956
1.021,1.105,148.421,hf,2,O,0.0,0.20711191,-0.14030854
1.021,1.105,148.421,mp2,0,C,0.0,-0.01637858,-0.0075191
1.021,1.105,148.421,mp2,1,O,-0.0,0.09315671,0.21302956
1.021,1.105,148.421,mp2,2,O,0.0,0.20711191,-0.14030854
1.0,1.132,148.421,hf,0,C,-0.0,-0.01530029,-0.00864081
1.0,1.132,148.421,hf,1,O,-0.0,0.08937768,0.20982505
1.0,1.132,148.421,hf,2,O,-0.0,0.21140576,-0.14425113
1.0,1.132,148.421,mp2,0,C,-0.0,-0.01530029,-0.00864081
1.0,1.132,148.421,mp2,1,O,-0.0,0.08937768,0.20982505
1.0,1.132,148.421,mp2,2,O,-0.0,0.21140576,-0.14425113
1.021,1.132,148.421,hf,0,C,-0.0,-0.01636929,-0.00779094
1.021,1.132,148.421,hf,1,O,-0.0,0.08964345,0.21440587
1.021,1.132,148.421,hf,2,O,0.0,0.20979864,-0.14617987
1.0,1.158,148.421,hf,0,C,-0.0,-0.01514459,-0.00852469
1.0,1.158,148.421,hf,1,O,0.0,0.08597101,0.21102126
1.0,1.158,148.421,hf,2,O,-0.0,0.21379078,-0.15008864
1.0,1.158,148.421,mp2,0,C,-0.0,-0.01514459,-0.00852469
1.0,1.158,148.421,mp2,1,O,0.0,0.08597101,0.21102126
1.0,1.158,148.421,mp2,2,O,-0.0,0.21379078,-0.15008864
1.0,1.184,148.421,hf,0,C,-0.0,-0.01491774,-0.00803567
1.0,1.184,148.421,hf,1,O,0.0,0.08262248,0.21194981
1.0,1.184,148.421,hf,2,O,-0.0,0.21598451,-0.1558712
1.0,1.184,148.421,mp2,0,C,-0.0,-0.01491774,-0.00803567
1.0,1.184,148.421,mp2,1,O,0.0,0.08262248,0.21194981
1.0,1.184,148.421,mp2,2,O,-0.0,0.21598451,-0.1558712
1.0,1.211,148.421,hf,0,C,0.0,-0.01459117,-0.00709777
1.0,1.211,148.421,hf,1,O,0.0,0.07920172,0.21262396
1.0,1.211,148.421,hf,2,O,-0.0,0.21805109,-0.161798
1.0,1.211,148.421,mp2,0,C,0.0,-0.01459117,-0.00709777
1.0,1.211,148.421,mp2,1,O,0.0,0.07920172,0.21262396
1.0,1.211,148.421,mp2,2,O,-0.0,0.21805109,-0.161798
1.0,1.237,148.421,hf,0,C,-0.0,-0.01418602,-0.00576636
1.0,1.237,148.421,hf,1,O,-0.0,0.07595762,0.2129205
1.0,1.237,148.421,hf,2,O,-0.0,0.21979259,-0.16735546
1.0,1.237,148.421,mp2,0,C,-0.0,-0.01418602,-0.00576636
1.0,1.237,148.421,mp2,1,O,-0.0,0.07595762,0.2129205
1.0,1.237,148.421,mp2,2,O,-0.0,0.21979259,-0.16735546
1.0,1.263,148.421,hf,0,C,-0.0,-0.0136742,-0.00398659
1.0,1.263,148.421,hf,1,O,-0.0,0.0727604,0.21287673
1.0,1.263,148.421,hf,2,O,-0.0,0.22127319,-0.17274137
1.0,1.263,148.421,mp2,0,C,-0.0,-0.0136742,-0.00398659
1.0,1.263,148.421,mp2,1,O,-0.0,0.0727604,0.21287673
1.0,1.263,148.421,mp2,2,O,-0.0,0.22127319,-0.17274137
1.0,1.289,148.421,hf,0,C,-0.0,-0.01304324,-0.00173943
1.0,1.289,148.421,hf,1,O,-0.0,0.06960716,0.21247195
1.0,1.289,148.421,hf,2,O,-0.0,0.22246222,-0.17790575
1.0,1.289,148.421,mp2,0,C,-0.0,-0.01304324,-0.00173943
1.0,1.289,148.421,mp2,1,O,-0.0,0.06960716,0.21247195
1.0,1.289,148.421,mp2,2,O,-0.0,0.22246222,-0.17790575
1.0,1.316,148.421,hf,0,C,0.0,-0.01224553,0.00110983
1.0,1.316,148.421,hf,1,O,0.0,0.06637816,0.21166925
1.0,1.316,148.421,hf,2,O,0.0,0.22336331,-0.182993
1.0,1.316,148.421,mp2,0,C,0.0,-0.01224553,0.00110983
