r1,r2,ang,level,atom_index,atom,scheme,value
1.0,1.105,120.0,hf,0,C,Hirshfeld,0.4207704671
1.0,1.105,120.0,hf,1,O,Hirshfeld,-0.1582791656
1.0,1.105,120.0,hf,2,O,Hirshfeld,-0.2624913015
1.0,1.105,120.0,hf,0,C,VDD,0.4364778037
1.0,1.105,120.0,hf,1,O,VDD,-0.1516728748
1.0,1.105,120.0,hf,2,O,VDD,-0.2848049289
1.0,1.105,120.0,hf,0,C,Becke,0.7234609646
1.0,1.105,120.0,hf,1,O,Becke,-0.2800939221
1.0,1.105,120.0,hf,2,O,Becke,-0.4433670424
1.0,1.105,120.0,hf,0,C,ADCH,0.7234413747
1.0,1.105,120.0,hf,1,O,ADCH,-0.2801299872
1.0,1.105,120.0,hf,2,O,ADCH,-0.4433113875
1.0,1.105,120.0,hf,0,C,CHELPG,0.8728241883
1.0,1.105,120.0,hf,1,O,CHELPG,-0.3592821419
1.0,1.105,120.0,hf,2,O,CHELPG,-0.5135420464
1.0,1.105,120.0,hf,0,C,MK,0.796387739
1.0,1.105,120.0,hf,1,O,MK,-0.3185126332
1.0,1.105,120.0,hf,2,O,MK,-0.4778751058
1.0,1.105,120.0,hf,0,C,CM5,0.53226905
1.0,1.105,120.0,hf,1,O,CM5,-0.2212290078
1.0,1.105,120.0,hf,2,O,CM5,-0.3110400421
1.0,1.105,120.0,hf,0,C,MBIS,1.2063685828
1.0,1.105,120.0,hf,1,O,MBIS,-0.5355202034
1.0,1.105,120.0,hf,2,O,MBIS,-0.6708483794
1.0,1.105,120.0,hf,0,C,MBIS_raw,1.20636945
1.0,1.105,120.0,hf,1,O,MBIS_raw,-0.53551866
1.0,1.105,120.0,hf,2,O,MBIS_raw,-0.67084681
1.0,1.105,120.0,mp2,0,C,Hirshfeld,0.4207704671
1.0,1.105,120.0,mp2,1,O,Hirshfeld,-0.1582791656
1.0,1.105,120.0,mp2,2,O,Hirshfeld,-0.2624913015
1.0,1.105,120.0,mp2,0,C,VDD,0.4364778037
1.0,1.105,120.0,mp2,1,O,VDD,-0.1516728748
1.0,1.105,120.0,mp2,2,O,VDD,-0.2848049289
1.0,1.105,120.0,mp2,0,C,Becke,0.7234609646
1.0,1.105,120.0,mp2,1,O,Becke,-0.2800939221
1.0,1.105,120.0,mp2,2,O,Becke,-0.4433670424
1.0,1.105,120.0,mp2,0,C,ADCH,0.7234413747
1.0,1.105,120.0,mp2,1,O,ADCH,-0.2801299872
1.0,1.105,120.0,mp2,2,O,ADCH,-0.4433113875
1.0,1.105,120.0,mp2,0,C,CHELPG,0.8728241883
1.0,1.105,120.0,mp2,1,O,CHELPG,-0.3592821419
1.0,1.105,120.0,mp2,2,O,CHELPG,-0.5135420464
1.0,1.105,120.0,mp2,0,C,MK,0.796387739
1.0,1.105,120.0,mp2,1,O,MK,-0.3185126332
1.0,1.105,120.0,mp2,2,O,MK,-0.4778751058
1.0,1.105,120.0,mp2,0,C,CM5,0.53226905
1.0,1.105,120.0,mp2,1,O,CM5,-0.2212290078
1.0,1.105,120.0,mp2,2,O,CM5,-0.3110400421
1.0,1.105,120.0,mp2,0,C,MBIS,1.2063685828
1.0,1.105,120.0,mp2,1,O,MBIS,-0.5355202034
1.0,1.105,120.0,mp2,2,O,MBIS,-0.6708483794
1.0,1.105,120.0,mp2,0,C,MBIS_raw,1.20636945
1.0,1.105,120.0,mp2,1,O,MBIS_raw,-0.53551866
1.0,1.105,120.0,mp2,2,O,MBIS_raw,-0.67084681
1.021,1.105,120.0,hf,0,C,Hirshfeld,0.4205166634
1.021,1.105,120.0,hf,1,O,Hirshfeld,-0.1688931553
1.021,1.105,120.0,hf,2,O,Hirshfeld,-0.2516235081
1.021,1.105,120.0,hf,0,C,VDD,0.4424586854
1.021,1.105,120.0,hf,1,O,VDD,-0.1663324084
1.021,1.105,120.0,hf,2,O,VDD,-0.276126277
1.021,1.105,120.0,hf,0,C,Becke,0.7180610956
1.021,1.105,120.0,hf,1,O,Becke,-0.2950337273
1.021,1.105,120.0,hf,2,O,Becke,-0.4230273682
1.021,1.105,120.0,hf,0,C,ADCH,0.7180356999
1.021,1.105,120.0,hf,1,O,ADCH,-0.2950522892
1.021,1.105,120.0,hf,2,O,ADCH,-0.4229834107
1.021,1.105,120.0,hf,0,C,CHELPG,0.8665081846
1.021,1.105,120.0,hf,1,O,CHELPG,-0.3726349123
1.021,1.105,120.0,hf,2,O,CHELPG,-0.4938732723
1.021,1.105,120.0,hf,0,C,MK,0.7910762488
1.021,1.105,120.0,hf,1,O,MK,-0.3332083701
1.021,1.105,120.0,hf,2,O,MK,-0.4578678787
1.021,1.105,120.0,hf,0,C,CM5,0.5288282479
1.021,1.105,120.0,hf,1,O,CM5,-0.2286560025
1.021,1.105,120.0,hf,2,O,CM5,-0.3001722454
1.021,1.105,120.0,hf,0,C,MBIS,1.1944533044
1.021,1.105,120.0,hf,1,O,MBIS,-0.5442310569
1.021,1.105,120.0,hf,2,O,MBIS,-0.6502222474
1.021,1.105,120.0,hf,0,C,MBIS_raw,1.19445116
1.021,1.105,120.0,hf,1,O,MBIS_raw,-0.54423487
1.021,1.105,120.0,hf,2,O,MBIS_raw,-0.65022611
1.021,1.105,120.0,mp2,0,C,Hirshfeld,0.4205166634
1.021,1.105,120.0,mp2,1,O,Hirshfeld,-0.1688931553
1.021,1.105,120.0,mp2,2,O,Hirshfeld,-0.2516235081
1.021,1.105,120.0,mp2,0,C,VDD,0.4424586854
1.021,1.105,120.0,mp2,1,O,VDD,-0.1663324084
1.021,1.105,120.0,mp2,2,O,VDD,-0.276126277
1.021,1.105,120.0,mp2,0,C,Becke,0.7180610956
1.021,1.105,120.0,mp2,1,O,Becke,-0.2950337273
1.021,1.105,120.0,mp2,2,O,Becke,-0.4230273682
1.021,1.105,120.0,mp2,0,C,ADCH,0.7180356999
1.021,1.105,120.0,mp2,1,O,ADCH,-0.2950522892
1.021,1.105,120.0,mp2,2,O,ADCH,-0.4229834107
1.021,1.105,120.0,mp2,0,C,CHELPG,0.8665081846
1.021,1.105,120.0,mp2,1,O,CHELPG,-0.3726349123
1.021,1.105,120.0,mp2,2,O,CHELPG,-0.4938732723
1.021,1.105,120.0,mp2,0,C,MK,0.7910762488
1.021,1.105,120.0,mp2,1,O,MK,-0.3332083701
1.021,1.105,120.0,mp2,2,O,MK,-0.4578678787
1.021,1.105,120.0,mp2,0,C,CM5,0.5288282479
1.021,1.105,120.0,mp2,1,O,CM5,-0.2286560025
1.021,1.105,120.0,mp2,2,O,CM5,-0.3001722454
1.021,1.105,120.0,mp2,0,C,MBIS,1.1944533044
1.021,1.105,120.0,mp2,1,O,MBIS,-0.5442310569
1.021,1.105,120.0,mp2,2,O,MBIS,-0.6502222474
1.021,1.105,120.0,mp2,0,C,MBIS_raw,1.19445116
1.021,1.105,120.0,mp2,1,O,MBIS_raw,-0.54423487
1.021,1.105,120.0,mp2,2,O,MBIS_raw,-0.65022611
1.0,1.132,120.0,hf,0,C,Hirshfeld,0.4192812169
1.0,1.132,120.0,hf,1,O,Hirshfeld,-0.1458002914
1.0,1.132,120.0,hf,2,O,Hirshfeld,-0.2734809255
1.0,1.132,120.0,hf,0,C,VDD,0.4360096734
1.0,1.132,120.0,hf,1,O,VDD,-0.1367081235
1.0,1.132,120.0,hf,2,O,VDD,-0.2993015499
1.0,1.132,120.0,hf,0,C,Becke,0.7121089895
1.0,1.132,120.0,hf,1,O,Becke,-0.2573901551
1.0,1.132,120.0,hf,2,O,Becke,-0.4547188344
1.0,1.132,120.0,hf,0,C,ADCH,0.7120883937
1.0,1.132,120.0,hf,1,O,ADCH,-0.2574385051
1.0,1.132,120.0,hf,2,O,ADCH,-0.4546498886
1.0,1.132,120.0,hf,0,C,CHELPG,0.8589995066
1.0,1.132,120.0,hf,1,O,CHELPG,-0.3358071263
1.0,1.132,120.0,hf,2,O,CHELPG,-0.5231923803
1.0,1.132,120.0,hf,0,C,MK,0.7843814013
1.0,1.132,120.0,hf,1,O,MK,-0.2957048622
1.0,1.132,120.0,hf,2,O,MK,-0.4886765392
1.0,1.132,120.0,hf,0,C,CM5,0.5276427561
1.0,1.132,120.0,hf,1,O,CM5,-0.2087501195
1.0,1.132,120.0,hf,2,O,CM5,-0.3188926366
1.0,1.132,120.0,hf,0,C,MBIS,1.1839304323
1.0,1.132,120.0,hf,1,O,MBIS,-0.5102517733
1.0,1.132,120.0,hf,2,O,MBIS,-0.673678659
1.0,1.132,120.0,hf,0,C,MBIS_raw,1.18393442
1.0,1.132,120.0,hf,1,O,MBIS_raw,-0.51024472
1.0,1.132,120.0,hf,2,O,MBIS_raw,-0.67367147
1.0,1.132,120.0,mp2,0,C,Hirshfeld,0.4192812169
1.0,1.132,120.0,mp2,1,O,Hirshfeld,-0.1458002914
1.0,1.132,120.0,mp2,2,O,Hirshfeld,-0.2734809255
1.0,1.132,120.0,mp2,0,C,VDD,0.4360096734
1.0,1.132,120.0,mp2,1,O,VDD,-0.1367081235
1.0,1.132,120.0,mp2,2,O,VDD,-0.2993015499
1.0,1.132,120.0,mp2,0,C,Becke,0.7121089895
1.0,1.132,120.0,mp2,1,O,Becke,-0.2573901551
1.0,1.132,120.0,mp2,2,O,Becke,-0.4547188344
1.0,1.132,120.0,mp2,0,C,ADCH,0.7120883937
1.0,1.132,120.0,mp2,1,O,ADCH,-0.2574385051
1.0,1.132,120.0,mp2,2,O,ADCH,-0.4546498886
1.0,1.132,120.0,mp2,0,C,CHELPG,0.8589995066
1.0,1.132,120.0,mp2,1,O,CHELPG,-0.3358071263
1.0,1.132,120.0,mp2,2,O,CHELPG,-0.5231923803
1.0,1.132,120.0,mp2,0,C,MK,0.7843814013
1.0,1.132,120.0,mp2,1,O,MK,-0.2957048622
1.0,1.132,120.0,mp2,2,O,MK,-0.4886765392
1.0,1.132,120.0,mp2,0,C,CM5,0.5276427561
1.0,1.132,120.0,mp2,1,O,CM5,-0.2087501195
1.0,1.132,120.0,mp2,2,O,CM5,-0.3188926366
1.0,1.132,120.0,mp2,0,C,MBIS,1.1839304323
1.0,1.132,120.0,mp2,1,O,MBIS,-0.5102517733
1.0,1.132,120.0,mp2,2,O,MBIS,-0.673678659
1.0,1.132,120.0,mp2,0,C,MBIS_raw,1.18393442
1.0,1.132,120.0,mp2,1,O,MBIS_raw,-0.51024472
1.0,1.132,120.0,mp2,2,O,MBIS_raw,-0.67367147
1.021,1.132,120.0,hf,0,C,Hirshfeld,0.4191706531
1.021,1.132,120.0,hf,1,O,Hirshfeld,-0.1562644799
1.021,1.132,120.0,hf,2,O,Hirshfeld,-0.2629061732
1.021,1.132,120.0,hf,0,C,VDD,0.4419749127
1.021,1.132,120.0,hf,1,O,VDD,-0.1515505278
1.021,1.132,120.0,hf,2,O,VDD,-0.2904243849
1.021,1.132,120.0,hf,0,C,Becke,0.7071546284
1.021,1.132,120.0,hf,1,O,Becke,-0.2721890745
1.021,1.132,120.0,hf,2,O,Becke,-0.4349655539
1.021,1.132,120.0,hf,0,C,ADCH,0.7071285244
1.021,1.132,120.0,hf,1,O,ADCH,-0.2722200105
1.021,1.132,120.0,hf,2,O,ADCH,-0.4349085138
1.021,1.132,120.0,hf,0,C,CHELPG,0.8533499501
1.021,1.132,120.0,hf,1,O,CHELPG,-0.3491959348
1.021,1.132,120.0,hf,2,O,CHELPG,-0.5041540154
1.021,1.132,120.0,hf,0,C,MK,0.7793719175
1.021,1.132,120.0,hf,1,O,MK,-0.3101598654
1.021,1.132,120.0,hf,2,O,MK,-0.469212052
1.021,1.132,120.0,hf,0,C,CM5,0.5243451873
1.021,1.132,120.0,hf,1,O,CM5,-0.2160273095
1.021,1.132,120.0,hf,2,O,CM5,-0.3083178778
1.021,1.132,120.0,hf,0,C,MBIS,1.1729036081
1.021,1.132,120.0,hf,1,O,MBIS,-0.5191298691
1.021,1.132,120.0,hf,2,O,MBIS,-0.653773739
1.021,1.132,120.0,hf,0,C,MBIS_raw,1.17290462
1.021,1.132,120.0,hf,1,O,MBIS_raw,-0.51912809
1.021,1.132,120.0,hf,2,O,MBIS_raw,-0.65377193
1.021,1.132,120.0,mp2,0,C,Hirshfeld,0.4191706531
1.021,1.132,120.0,mp2,1,O,Hirshfeld,-0.1562644799
1.021,1.132,120.0,mp2,2,O,Hirshfeld,-0.2629061732
1.021,1.132,120.0,mp2,0,C,VDD,0.4419749127
1.021,1.132,120.0,mp2,1,O,VDD,-0.1515505278
1.021,1.132,120.0,mp2,2,O,VDD,-0.2904243849
1.021,1.132,120.0,mp2,0,C,Becke,0.7071546284
1.021,1.132,120.0,mp2,1,O,Becke,-0.2721890745
1.021,1.132,120.0,mp2,2,O,Becke,-0.4349655539
1.021,1.132,120.0,mp2,0,C,ADCH,0.7071285244
1.021,1.132,120.0,mp2,1,O,ADCH,-0.2722200105
1.021,1.132,120.0,mp2,2,O,ADCH,-0.4349085138
1.021,1.132,120.0,mp2,0,C,CHELPG,0.8533499501
1.021,1.132,120.0,mp2,1,O,CHELPG,-0.3491959348
1.021,1.132,120.0,mp2,2,O,CHELPG,-0.5041540154
1.021,1.132,120.0,mp2,0,C,MK,0.7793719175
1.021,1.132,120.0,mp2,1,O,MK,-0.3101598654
1.021,1.132,120.0,mp2,2,O,MK,-0.469212052
1.021,1.132,120.0,mp2,0,C,CM5,0.5243451873
1.021,1.132,120.0,mp2,1,O,CM5,-0.2160273095
1.021,1.132,120.0,mp2,2,O,CM5,-0.3083178778
1.021,1.132,120.0,mp2,0,C,MBIS,1.1729036081
1.021,1.132,120.0,mp2,1,O,MBIS,-0.5191298691
1.021,1.132,120.0,mp2,2,O,MBIS,-0.653773739
1.021,1.132,120.0,mp2,0,C,MBIS_raw,1.17290462
1.021,1.132,120.0,mp2,1,O,MBIS_raw,-0.51912809
1.021,1.132,120.0,mp2,2,O,MBIS_raw,-0.65377193
1.0,1.158,120.0,hf,0,C,Hirshfeld,0.4175363367
1.0,1.158,120.0,hf,1,O,Hirshfeld,-0.1344103587
1.0,1.158,120.0,hf,2,O,Hirshfeld,-0.283125978
1.0,1.158,120.0,hf,0,C,VDD,0.4351048078
1.0,1.158,120.0,hf,1,O,VDD,-0.1243973409
1.0,1.158,120.0,hf,2,O,VDD,-0.3107074668
1.0,1.158,120.0,hf,0,C,Becke,0.7002269787
1.0,1.158,120.0,hf,1,O,Becke,-0.2365970059
1.0,1.158,120.0,hf,2,O,Becke,-0.4636299728
1.0,1.158,120.0,hf,0,C,ADCH,0.7002029895
1.0,1.158,120.0,hf,1,O,ADCH,-0.2366566499
1.0,1.158,120.0,hf,2,O,ADCH,-0.4635463396
1.0,1.158,120.0,hf,0,C,CHELPG,0.8434132587
1.0,1.158,120.0,hf,1,O,CHELPG,-0.3138157745
1.0,1.158,120.0,hf,2,O,CHELPG,-0.5295974842
1.0,1.158,120.0,hf,0,C,MK,0.7723916692
1.0,1.158,120.0,hf,1,O,MK,-0.2747629214
1.0,1.158,120.0,hf,2,O,MK,-0.4976287478
1.0,1.158,120.0,hf,0,C,CM5,0.5230687873
1.0,1.158,120.0,hf,1,O,CM5,-0.1973601924
1.0,1.158,120.0,hf,2,O,CM5,-0.3257085949
1.0,1.158,120.0,hf,0,C,MBIS,1.1614794131
1.0,1.158,120.0,hf,1,O,MBIS,-0.4868405989
1.0,1.158,120.0,hf,2,O,MBIS,-0.6746388142
1.0,1.158,120.0,hf,0,C,MBIS_raw,1.16148596
1.0,1.158,120.0,hf,1,O,MBIS_raw,-0.48682911
1.0,1.158,120.0,hf,2,O,MBIS_raw,-0.67462707
1.0,1.158,120.0,mp2,0,C,Hirshfeld,0.4175363367
1.0,1.158,120.0,mp2,1,O,Hirshfeld,-0.1344103587
1.0,1.158,120.0,mp2,2,O,Hirshfeld,-0.283125978
1.0,1.158,120.0,mp2,0,C,VDD,0.4351048078
1.0,1.158,120.0,mp2,1,O,VDD,-0.1243973409
1.0,1.158,120.0,mp2,2,O,VDD,-0.3107074668
1.0,1.158,120.0,mp2,0,C,Becke,0.7002269787
1.0,1.158,120.0,mp2,1,O,Becke,-0.2365970059
1.0,1.158,120.0,mp2,2,O,Becke,-0.4636299728
1.0,1.158,120.0,mp2,0,C,ADCH,0.7002029895
1.0,1.158,120.0,mp2,1,O,ADCH,-0.2366566499
1.0,1.158,120.0,mp2,2,O,ADCH,-0.4635463396
1.0,1.158,120.0,mp2,0,C,CHELPG,0.8434132587
1.0,1.158,120.0,mp2,1,O,CHELPG,-0.3138157745
1.0,1.158,120.0,mp2,2,O,CHELPG,-0.5295974842
1.0,1.158,120.0,mp2,0,C,MK,0.7723916692
1.0,1.158,120.0,mp2,1,O,MK,-0.2747629214
1.0,1.158,120.0,mp2,2,O,MK,-0.4976287478
1.0,1.158,120.0,mp2,0,C,CM5,0.5230687873
1.0,1.158,120.0,mp2,1,O,CM5,-0.1973601924
1.0,1.158,120.0,mp2,2,O,CM5,-0.3257085949
1.0,1.158,120.0,mp2,0,C,MBIS,1.1614794131
1.0,1.158,120.0,mp2,1,O,MBIS,-0.4868405989
1.0,1.158,120.0,mp2,2,O,MBIS,-0.6746388142
1.0,1.158,120.0,mp2,0,C,MBIS_raw,1.16148596
1.0,1.158,120.0,mp2,1,O,MBIS_raw,-0.48682911
1.0,1.158,120.0,mp2,2,O,MBIS_raw,-0.67462707
1.0,1.184,120.0,hf,0,C,Hirshfeld,0.4154179976
1.0,1.184,120.0,hf,1,O,Hirshfeld,-0.1236662202
1.0,1.184,120.0,hf,2,O,Hirshfeld,-0.2917517774
1.0,1.184,120.0,hf,0,C,VDD,0.4324279687
1.0,1.184,120.0,hf,1,O,VDD,-0.1107501856
1.0,1.184,120.0,hf,2,O,VDD,-0.3216777831
1.0,1.184,120.0,hf,0,C,Becke,0.6873156558
1.0,1.184,120.0,hf,1,O,Becke,-0.2168064649
1.0,1.184,120.0,hf,2,O,Becke,-0.4705091909
1.0,1.184,120.0,hf,0,C,ADCH,0.6872936559
1.0,1.184,120.0,hf,1,O,ADCH,-0.2168799928
1.0,1.184,120.0,hf,2,O,ADCH,-0.4704136631
1.0,1.184,120.0,hf,0,C,CHELPG,0.8272462045
1.0,1.184,120.0,hf,1,O,CHELPG,-0.2924480752
1.0,1.184,120.0,hf,2,O,CHELPG,-0.5347981293
1.0,1.184,120.0,hf,0,C,MK,0.7581527687
1.0,1.184,120.0,hf,1,O,MK,-0.2544926836
1.0,1.184,120.0,hf,2,O,MK,-0.5036600851
1.0,1.184,120.0,hf,0,C,CM5,0.5182976078
1.0,1.184,120.0,hf,1,O,CM5,-0.186616059
1.0,1.184,120.0,hf,2,O,CM5,-0.3316815488
1.0,1.184,120.0,hf,0,C,MBIS,1.138235517
1.0,1.184,120.0,hf,1,O,MBIS,-0.4643813261
1.0,1.184,120.0,hf,2,O,MBIS,-0.6738541909
1.0,1.184,120.0,hf,0,C,MBIS_raw,1.1382428
1.0,1.184,120.0,hf,1,O,MBIS_raw,-0.46436864
1.0,1.184,120.0,hf,2,O,MBIS_raw,-0.67384119
1.0,1.184,120.0,mp2,0,C,Hirshfeld,0.4154179976
1.0,1.184,120.0,mp2,1,O,Hirshfeld,-0.1236662202
1.0,1.184,120.0,mp2,2,O,Hirshfeld,-0.2917517774
1.0,1.184,120.0,mp2,0,C,VDD,0.4324279687
1.0,1.184,120.0,mp2,1,O,VDD,-0.1107501856
1.0,1.184,120.0,mp2,2,O,VDD,-0.3216777831
1.0,1.184,120.0,mp2,0,C,Becke,0.6873156558
1.0,1.184,120.0,mp2,1,O,Becke,-0.2168064649
1.0,1.184,120.0,mp2,2,O,Becke,-0.4705091909
1.0,1.184,120.0,mp2,0,C,ADCH,0.6872936559
1.0,1.184,120.0,mp2,1,O,ADCH,-0.2168799928
1.0,1.184,120.0,mp2,2,O,ADCH,-0.4704136631
1.0,1.184,120.0,mp2,0,C,CHELPG,0.8272462045
1.0,1.184,120.0,mp2,1,O,CHELPG,-0.2924480752
1.0,1.184,120.0,mp2,2,O,CHELPG,-0.5347981293
1.0,1.184,120.0,mp2,0,C,MK,0.7581527687
1.0,1.184,120.0,mp2,1,O,MK,-0.2544926836
1.0,1.184,120.0,mp2,2,O,MK,-0.5036600851
1.0,1.184,120.0,mp2,0,C,CM5,0.5182976078
1.0,1.184,120.0,mp2,1,O,CM5,-0.186616059
1.0,1.184,120.0,mp2,2,O,CM5,-0.3316815488
1.0,1.184,120.0,mp2,0,C,MBIS,1.138235517
1.0,1.184,120.0,mp2,1,O,MBIS,-0.4643813261
1.0,1.184,120.0,mp2,2,O,MBIS,-0.6738541909
1.0,1.184,120.0,mp2,0,C,MBIS_raw,1.1382428
1.0,1.184,120.0,mp2,1,O,MBIS_raw,-0.46436864
1.0,1.184,120.0,mp2,2,O,MBIS_raw,-0.67384119
1.0,1.211,120.0,hf,0,C,Hirshfeld,0.412756415
1.0,1.211,120.0,hf,1,O,Hirshfeld,-0.1132255205
1.0,1.211,120.0,hf,2,O,Hirshfeld,-0.2995308946
1.0,1.211,120.0,hf,0,C,VDD,0.4315872056
1.0,1.211,120.0,hf,1,O,VDD,-0.0999588624
1.0,1.211,120.0,hf,2,O,VDD,-0.3316283432
1.0,1.211,120.0,hf,0,C,Becke,0.6727280755
1.0,1.211,120.0,hf,1,O,Becke,-0.1972692753
1.0,1.211,120.0,hf,2,O,Becke,-0.4754588002
1.0,1.211,120.0,hf,0,C,ADCH,0.6727091299
1.0,1.211,120.0,hf,1,O,ADCH,-0.1973548825
1.0,1.211,120.0,hf,2,O,ADCH,-0.4753542474
1.0,1.211,120.0,hf,0,C,CHELPG,0.8093646305
1.0,1.211,120.0,hf,1,O,CHELPG,-0.2719242116
1.0,1.211,120.0,hf,2,O,CHELPG,-0.5374404189
1.0,1.211,120.0,hf,0,C,MK,0.7426876235
1.0,1.211,120.0,hf,1,O,MK,-0.2342370411
1.0,1.211,120.0,hf,2,O,MK,-0.5084505824
1.0,1.211,120.0,hf,0,C,CM5,0.5130559356
1.0,1.211,120.0,hf,1,O,CM5,-0.1761753635
1.0,1.211,120.0,hf,2,O,CM5,-0.336880572
1.0,1.211,120.0,hf,0,C,MBIS,1.1130601526
1.0,1.211,120.0,hf,1,O,MBIS,-0.4419885647
1.0,1.211,120.0,hf,2,O,MBIS,-0.6710715879
1.0,1.211,120.0,hf,0,C,MBIS_raw,1.11306592
1.0,1.211,120.0,hf,1,O,MBIS_raw,-0.44197859
1.0,1.211,120.0,hf,2,O,MBIS_raw,-0.67106135
1.0,1.211,120.0,mp2,0,C,Hirshfeld,0.412756415
1.0,1.211,120.0,mp2,1,O,Hirshfeld,-0.1132255205
1.0,1.211,120.0,mp2,2,O,Hirshfeld,-0.2995308946
1.0,1.211,120.0,mp2,0,C,VDD,0.4315872056
1.0,1.211,120.0,mp2,1,O,VDD,-0.0999588624
1.0,1.211,120.0,mp2,2,O,VDD,-0.3316283432
1.0,1.211,120.0,mp2,0,C,Becke,0.6727280755
1.0,1.211,120.0,mp2,1,O,Becke,-0.1972692753
1.0,1.211,120.0,mp2,2,O,Becke,-0.4754588002
1.0,1.211,120.0,mp2,0,C,ADCH,0.6727091299
1.0,1.211,120.0,mp2,1,O,ADCH,-0.1973548825
1.0,1.211,120.0,mp2,2,O,ADCH,-0.4753542474
1.0,1.211,120.0,mp2,0,C,CHELPG,0.8093646305
1.0,1.211,120.0,mp2,1,O,CHELPG,-0.2719242116
1.0,1.211,120.0,mp2,2,O,CHELPG,-0.5374404189
1.0,1.211,120.0,mp2,0,C,MK,0.7426876235
1.0,1.211,120.0,mp2,1,O,MK,-0.2342370411
1.0,1.211,120.0,mp2,2,O,MK,-0.5084505824
1.0,1.211,120.0,mp2,0,C,CM5,0.5130559356
1.0,1.211,120.0,mp2,1,O,CM5,-0.1761753635
1.0,1.211,120.0,mp2,2,O,CM5,-0.336880572
1.0,1.211,120.0,mp2,0,C,MBIS,1.1130601526
1.0,1.211,120.0,mp2,1,O,MBIS,-0.4419885647
1.0,1.211,120.0,mp2,2,O,MBIS,-0.6710715879
1.0,1.211,120.0,mp2,0,C,MBIS_raw,1.11306592
1.0,1.211,120.0,mp2,1,O,MBIS_raw,-0.44197859
1.0,1.211,120.0,mp2,2,O,MBIS_raw,-0.67106135
1.0,1.237,120.0,hf,0,C,Hirshfeld,0.4096906722
1.0,1.237,120.0,hf,1,O,Hirshfeld,-0.1038848271
1.0,1.237,120.0,hf,2,O,Hirshfeld,-0.305805845
1.0,1.237,120.0,hf,0,C,VDD,0.42820755
1.0,1.237,120.0,hf,1,O,VDD,-0.0883237324
1.0,1.237,120.0,hf,2,O,VDD,-0.3398838176
1.0,1.237,120.0,hf,0,C,Becke,0.657470859
1.0,1.237,120.0,hf,1,O,Becke,-0.1793836875
1.0,1.237,120.0,hf,2,O,Becke,-0.4780871715
1.0,1.237,120.0,hf,0,C,ADCH,0.6574528093
1.0,1.237,120.0,hf,1,O,ADCH,-0.1794815241
1.0,1.237,120.0,hf,2,O,ADCH,-0.4779712853
1.0,1.237,120.0,hf,0,C,CHELPG,0.7919213158
1.0,1.237,120.0,hf,1,O,CHELPG,-0.2532151089
1.0,1.237,120.0,hf,2,O,CHELPG,-0.538706207
1.0,1.237,120.0,hf,0,C,MK,0.7268790344
1.0,1.237,120.0,hf,1,O,MK,-0.2158811183
1.0,1.237,120.0,hf,2,O,MK,-0.5109979161
1.0,1.237,120.0,hf,0,C,CM5,0.507663382
1.0,1.237,120.0,hf,1,O,CM5,-0.1668346906
1.0,1.237,120.0,hf,2,O,CM5,-0.3408286914
1.0,1.237,120.0,hf,0,C,MBIS,1.0878213418
1.0,1.237,120.0,hf,1,O,MBIS,-0.4213384305
1.0,1.237,120.0,hf,2,O,MBIS,-0.6664829113
1.0,1.237,120.0,hf,0,C,MBIS_raw,1.0878244
1.0,1.237,120.0,hf,1,O,MBIS_raw,-0.42133319
1.0,1.237,120.0,hf,2,O,MBIS_raw,-0.66647752
1.0,1.237,120.0,mp2,0,C,Hirshfeld,0.4096906722
1.0,1.237,120.0,mp2,1,O,Hirshfeld,-0.1038848271
1.0,1.237,120.0,mp2,2,O,Hirshfeld,-0.305805845
1.0,1.237,120.0,mp2,0,C,VDD,0.42820755
1.0,1.237,120.0,mp2,1,O,VDD,-0.0883237324
1.0,1.237,120.0,mp2,2,O,VDD,-0.3398838176
1.0,1.237,120.0,mp2,0,C,Becke,0.657470859
1.0,1.237,120.0,mp2,1,O,Becke,-0.1793836875
1.0,1.237,120.0,mp2,2,O,Becke,-0.4780871715
1.0,1.237,120.0,mp2,0,C,ADCH,0.6574528093
1.0,1.237,120.0,mp2,1,O,ADCH,-0.1794815241
1.0,1.237,120.0,mp2,2,O,ADCH,-0.4779712853
1.0,1.237,120.0,mp2,0,C,CHELPG,0.7919213158
1.0,1.237,120.0,mp2,1,O,CHELPG,-0.2532151089
1.0,1.237,120.0,mp2,2,O,CHELPG,-0.538706207
1.0,1.237,120.0,mp2,0,C,MK,0.7268790344
1.0,1.237,120.0,mp2,1,O,MK,-0.2158811183
1.0,1.237,120.0,mp2,2,O,MK,-0.5109979161
1.0,1.237,120.0,mp2,0,C,CM5,0.507663382
1.0,1.237,120.0,mp2,1,O,CM5,-0.1668346906
1.0,1.237,120.0,mp2,2,O,CM5,-0.3408286914
1.0,1.237,120.0,mp2,0,C,MBIS,1.0878213418
1.0,1.237,120.0,mp2,1,O,MBIS,-0.4213384305
1.0,1.237,120.0,mp2,2,O,MBIS,-0.6664829113
1.0,1.237,120.0,mp2,0,C,MBIS_raw,1.0878244
1.0,1.237,120.0,mp2,1,O,MBIS_raw,-0.42133319
1.0,1.237,120.0,mp2,2,O,MBIS_raw,-0.66647752
1.0,1.263,120.0,hf,0,C,Hirshfeld,0.4060892885
